"Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"20060929WIWEC","5",2006-09-29,"Fall","Weston High School Cazenovia WI","Weston High School","Cazenovia","WI","High","Entryway","Inside School Building","Yes","Morning Classes","Indiscriminate Shooting","Yes","No","No","Yes","3",-90.1909782,43.4801539
"20060927COPLB","4",2006-09-27,"Fall","Platte Canyon High School Bailey CO","Platte Canyon High School","Bailey","CO","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No",NA,-105.535057,39.4211845
"20060921DCCAW","2",2006-09-21,"Fall","Cardozo High School Washington DC","Cardozo High School","Washington","DC","High","Beside Building","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","7",-77.0284046,38.9215108
"20060905TNKIM","1",2006-09-05,"Fall","Kingsbury Middle School Memphis TN","Kingsbury Middle School","Memphis","TN","Middle","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","3",-89.9250484,35.1667921
"20060831ALOXO","2",2006-08-31,"Summer","Oxford High School Oxford AL","Oxford High School","Oxford","AL","High","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","<10",-85.8311935,33.6110972
"20060830NCORH","5",2006-08-30,"Summer","Orange High School Hillsborough NC","Orange High School","Hillsborough","NC","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Indiscriminate Shooting","No","No","No","Yes","8",-79.0941324,36.0927188
"20060829DCANW","2",2006-08-29,"Summer","Anacostia Senior High School Washington DC","Anacostia Senior High School","Washington","DC","High","Parking Lot","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No","1",-76.9826813,38.8627944
"20060824VTESE","5",2006-08-24,"Summer","Essex Elementary School Essex Junction VT","Essex Elementary School","Essex Junction","VT","Elementary","Classroom","Inside School Building","Yes",NA,"Domestic w/ Targeted Victim","No","Yes","No","No",NA,-73.0556599,44.5129823
"20060820GALYH","2",2006-08-20,"Summer","Lyman Hall Elementary School Hinesville GA","Lyman Hall Elementary School","Hinesville","GA","High","Basketball Court","Outside on School Property","No","Not a School Day","Escalation of Dispute","No","No","No","No","<10",-81.612835,31.7952788
"20060819OHSOY","2",2006-08-19,"Summer","South High School Youngstown OH","South High School","Youngstown","OH","High","Football Field/Track","Outside on School Property","No","Not a School Day","Escalation of Dispute","No","No","No","No","<10",-80.6561019,41.0816951
"20060731FLYOT","2",2006-07-31,"Summer","Young Middle Magnet School Tampa FL","Young Middle Magnet School","Tampa","FL","Middle","Parking Lot","Outside on School Property","No","Before School","Murder/Suicide","No","Yes","No","No",NA,-82.4385693,27.9811527
"20060615MIPED","2",2006-06-15,"Summer","Pershing High School Detroit MI","Pershing High School","Detroit","MI","High","Front of School","Outside on School Property","No","Evening","Escalation of Dispute","No","No","No","No","3",-83.0642903,42.4321756
"20060606INWIG","2",2006-06-06,"Summer","Wirt High School Gary IN","Wirt High School","Gary","IN","High","Auditorium","Inside School Building","No","School Event","Escalation of Dispute","No","No","No","No","3",-87.263661,41.609951
"20060525PANON","2",2006-05-25,"Spring","Northampton Area Senior High School Northampton PA","Northampton Area Senior High School","Northampton","PA","High","Hallway","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","Yes","0",-75.4898036,40.6881892
"20060522SCBUI","2",2006-05-22,"Spring","Butch Fork High School Irmo SC","Butch Fork High School","Irmo","SC","High","Parking Lot","Outside on School Property","Yes","Morning Classes","Domestic w/ Targeted Victim","No","Yes","No","No","1",-81.1994999,34.153168
"20060505FLPAM","2",2006-05-05,"Spring","Parkway Academy Miramar FL","Parkway Academy","Miramar","FL","High","Parking Lot","Outside on School Property","No","School Event","Escalation of Dispute","No","No","No","No",NA,-80.235868,25.973933
"20060424NCEAC","2",2006-04-24,"Spring","East Chapel Hill High School Chapel Hill NC","East Chapel Hill High School","Chapel Hill","NC","High","Classroom","Inside School Building","No","Evening","Hostage/Standoff","No","No","No","No","2",-79.0292227,35.9607647
"20060314NVPIR","5",2006-03-14,"Spring","Pine Middle School Reno NV","Pine Middle School","Reno","NV","Middle","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","Yes","3",-119.7807836,39.4798018
"20060310NYISN","2",2006-03-10,"Spring","I S 89 Middle School New York NY","I S 89 Middle School","New York","NY","Middle","Hallway","Inside School Building","Yes","School Start","Escalation of Dispute","No","No","No","No",NA,-73.843632,40.658636
"20060223ORROR","2",2006-02-23,"Winter","Roseburg High School Roseburg OR","Roseburg High School","Roseburg","OR","High","Hallway","Inside School Building","Yes","Before School","Escalation of Dispute","Yes","No","No","No","4",-123.353959,43.215794
"20060209DEWIN","2",2006-02-09,"Winter","William Penn High School New Castle DE","William Penn High School","New Castle","DE","High","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","3",-75.5842303,39.6688493
"20060119OHWIC","2",2006-01-19,"Winter","Withrow High School Cincinnati OH","Withrow High School","Cincinnati","OH","High","Parking Lot","Outside on School Property","No","Evening","Drive-by Shooting","No","No","No","No",NA,-84.4525465,39.1409476
"20060118VAINC","2",2006-01-18,"Winter","Indian River High School Chesapeake VA","Indian River High School","Chesapeake","VA","High","Cafeteria","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No","<10",-76.2426034,36.7975759
"20060118MTFRA","2",2006-01-18,"Winter","Fred Moodry Middle School Anaconda MT","Fred Moodry Middle School","Anaconda","MT","Middle","Beside Building","Outside on School Property","Yes","Dismissal","Drive-by Shooting","No",NA,"No","No","1",-112.9538955,46.1258773
"20060113MIOSD","1",2006-01-13,"Winter","Osborn High School Detroit MI","Osborn High School","Detroit","MI","High","Hallway","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-83.0027346,42.434046
"20060113FLMIL","2",2006-01-13,"Winter","Milwee Middle School Longwood FL","Milwee Middle School","Longwood","FL","Middle","Classroom","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No",NA,-81.3468102,28.6802985
"20060110DEMOW","2",2006-01-10,"Winter","Mount Pleasant High School Wilmington DE","Mount Pleasant High School","Wilmington","DE","High","Basketball Court","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-75.5052721,39.7722233
"20051205MABOR","2",2005-12-05,"Winter","Boston Day and Evening Academy (High School) Roxbury MA","Boston Day and Evening Academy (High School)","Roxbury","MA","High","Bathroom","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","2",-71.0913748,42.3151978
"20051115FLPAM","2",2005-11-15,"Fall","Parkway Academy Charter High School (bus) Miramar FL","Parkway Academy Charter High School (bus)","Miramar","FL","High","School Bus","School Bus","Yes","Before School","Escalation of Dispute","No","No","No","No","1",-80.235868,25.973933
"20051108TNCAJ","5",2005-11-08,"Fall","Campbell County High School Jacksboro, TN TN","Campbell County High School","Jacksboro, TN","TN","High","Hallway","Inside School Building","Yes","Afternoon Classes","Illegal Activity","No","No","No","No",NA,-84.14779,36.350981
"20051028NYFAF","1",2005-10-28,"Fall","Farmingdale High School Farmingdale NY","Farmingdale High School","Farmingdale","NY","High","Front of School","Outside on School Property","No","School Event","Escalation of Dispute","No","No","No","No","<10",-73.4443999,40.7077563
"20051019CASAS","2",2005-10-19,"Fall","San Gorgonio High School San Bernardino CA","San Gorgonio High School","San Bernardino","CA","High","Parking Lot","Outside on School Property","Yes","School Start","Escalation of Dispute","No","No","No","No","5",-117.23706,34.128005
"20051014NYSAN","2",2005-10-14,"Fall","Samula Tilden High School New York NY","Samula Tilden High School","New York","NY","High","Beside Building","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-73.9223091,40.6483665
"20051011MIFAF","2",2005-10-11,"Fall","Farmington High School Farmington MI","Farmington High School","Farmington","MI","High","Bathroom","Inside School Building","Yes","School Start","Psychosis",NA,NA,"No","No","1",-83.3612414,42.4638375
"20050913ILHAC","2",2005-09-13,"Fall","Harlan Community Academy High School Chicago IL","Harlan Community Academy High School","Chicago","IL","High","Hallway","Inside School Building","Yes","Dismissal","Escalation of Dispute",NA,"No","No","No","1",-87.6209035,41.7183438
"20050902FLSOJ","2",2005-09-02,"Fall","Sojourner Truth High School Jacksonville FL","Sojourner Truth High School","Jacksonville","FL","High","Beside Building","Outside on School Property","Yes","Dismissal","Escalation of Dispute",NA,"No","No","No","<5",-81.655651,30.3321838
"20050817CAPLB","1",2005-08-17,"Summer","Planatation Elementary School Bakersfield CA","Planatation Elementary School","Bakersfield","CA","Elementary","Parking Lot","Outside on School Property","No","Evening","Escalation of Dispute","No","No","No","No","<10",-119.0130147,35.3192159
"20050816VICOE","1",2005-08-16,"Summer","Country Day High School Estate Concordia VI","Country Day High School","Estate Concordia","VI","High","Other","Inside School Building","Yes","Before School","Illegal Activity","No","No","No","No","<10",-90.1322614,29.982466
"20050718NJWEN","2",2005-07-18,"Summer","Weequahic High School Newark NJ","Weequahic High School","Newark","NJ","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No",NA,-74.2203647,40.7091468
"20050612NJBAA","1",2005-06-12,"Summer","Bangs Avenue Elementary School Asbury Park NJ","Bangs Avenue Elementary School","Asbury Park","NJ","Elementary","Beside Building","Outside on School Property","No","Evening","Escalation of Dispute","No","No","No","No","<10",-74.0183287,40.2185845
"20050608NYARP","1",2005-06-08,"Summer","Arlington High School Poughkeepsi NY","Arlington High School","Poughkeepsi","NY","High","Front of School","Outside on School Property","Yes","Dismissal","Drive-by Shooting","No","No","No","No","<10",-73.796628,41.6733744
"20050524COACD","2",2005-05-24,"Spring","Academia Ana Marie Sandoval Montessori School Denver CO","Academia Ana Marie Sandoval Montessori School","Denver","CO","Other","Playground","Outside on School Property","Yes","Afternoon Classes","Indiscriminate Shooting","No","No","No","No",NA,-105.0155917,39.7679004
"20050517PAHIL","2",2005-05-17,"Spring","Highland Elementary School Lower Allen Township PA","Highland Elementary School","Lower Allen Township","PA","Elementary","Parking Lot","Outside on School Property","Yes","Dismissal","Murder/Suicide","No","Yes","No","No","<10",-76.8982733,40.2298161
"20050514TXBER","2",2005-05-14,"Spring","Berkner High School Richardson TX","Berkner High School","Richardson","TX","High","Parking Lot","Outside on School Property","No","Not a School Day","Escalation of Dispute","No","No","No","No",NA,-96.6931427,32.9362129
"20050407TXCAC","2",2005-04-07,"Spring","Canton High School Canton TX","Canton High School","Canton","TX","High","Office","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No",NA,-95.8876593,32.5450845
"20050321MNRER","5",2005-03-21,"Spring","Red Lake Senior High School Red Lake MN","Red Lake Senior High School","Red Lake","MN","High","Hallway","Inside School Building","Yes","Afternoon Classes","Indiscriminate Shooting","Yes","No","No","Yes",NA,-95.0147768,47.8785766
"20050317LAOPA","1",2005-03-17,"Spring","O Perry Walker High School Algiers LA","O Perry Walker High School","Algiers","LA","High","Hallway","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","<10",-90.0142486,29.9214314
"20050309TNMAN","1",2005-03-09,"Spring","Maplewood Comprehensive High School Nashville TN","Maplewood Comprehensive High School","Nashville","TN","High","Parking Lot","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No","<10",-86.7497302,36.2322308
"20050302TNSTD","2",2005-03-02,"Spring","Stewart County High School (bus) Dover TN","Stewart County High School (bus)","Dover","TN","High","School Bus","School Bus","No","Before School","Anger Over Grade/Suspension/Discipline","No","No","No","No","<10",-87.8143581,36.5314141
"20050208ILBOC","2",2005-02-08,"Winter","Bowen High School Chicago IL","Bowen High School","Chicago","IL","High","Beside Building","Outside on School Property","Yes","Dismissal","Escalation of Dispute",NA,"No","No","No",NA,-87.5575717,41.7341011
"20050126ILWOP","2",2005-01-26,"Winter","Woodruff High School Peoria IL","Woodruff High School","Peoria","IL","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","3",-89.5726218,40.707742
"20041231TXRIR","2",2004-12-31,"Winter","Richmond State School Richmond TX","Richmond State School","Richmond","TX","Other","Cafeteria","Inside School Building","No","Evening","Murder/Suicide","No",NA,"No","No","4",-95.7830653,29.5894378
"20041117FLAPA","2",2004-11-17,"Fall","Apopka Memorial Middle School Apopka FL","Apopka Memorial Middle School","Apopka","FL","Middle","Classroom","Inside School Building","Yes",NA,"Unknown","No","No","No","No","1",-81.5085821,28.6869097
"20041116SCBAB","2",2004-11-16,"Fall","Battery Creek High School Beaufort SC","Battery Creek High School","Beaufort","SC","High","Gym","Inside School Building","No","Sport Event","Escalation of Dispute","No","No","No","No","2",-80.7472114,32.4330702
